OBJECTID_1,OBJECTID,DIGEST,SITUS,TAXPIN,PARID,ATRPIN,TAX_DISTR,OWNER,OWPART2,ADDRESS1,ADDRESS2,ADDRESS3,ADDRESS5,LUC,NBHD,PROP_CLASS,CLASS,TOT_APPR,TOT_ASSESS,IMPR_APPR,LAND_APPR,FUL_EX_COD,VAL_ACRES,STRUCT_FLR,STRUCT_YR,TIEBACK,TAXYEAR,STATUS_COD,LIV_UNITS,PCODE,UNIT_NUM,EXTVER,PIN,OLD_ID,STR_NUMBER,ATLPIN,GIS_LAND_P,TaxPin_joi,address_no,taxpin4,APN,PARID_1,LandUse_Description,NPU,Neighborhood_Name,PARID_no_s,SCI_Landuse,Photographs,Lot_Condition,Structure_Condition,Sidewalks,Multiple_Violations
92224,92305,2010,2239 CHESHIRE BRIDGE RD,17 0005  LL094,17 0005  LL0943,17 -0005-  LL-094-3,5,DICKEY DORIAN MARSTON AS TR &, ,P.O. BOX 173,WEYMOUTH MA 02190, , ,348,C003,C3,C,1009300,403720,33160,370560, ,0,0,1950, ,2010,6,0, ,94,20101028,17 0005  LL094,170005LL094,2239 CHESHIRE BRIDGE RD, ,0, 17 0005  LL094,0,L094, ,17 0005  LL0943,CONVENIENCE FOOD MARKET 348,F,Lindridge/Martin Manor,170005LL094,C,0, , , , 
92784,92455,2010,2320 CHESHIRE BRIDGE RD,17 00050002048,17 000500020486,17 -0005-0002-048-6,5,CHESHIRE BRIDGE THIRTY TWENTY THREE LLC, ,16413 N NINETY FIRST ST SUITE C 140,SCOTTSDALE AZ 85260, , ,334,C003,C3,C,909500,363800,86840,276960, ,0,0,1983, ,2010,J,0, ,48,20101028,17 00050002048,1.70E+12,2320 CHESHIRE BRIDGE RD, ,0, 17 00050002048,0,2048, ,17 000500020486,SERVICE STATION W/O BAYS 334,F,Lindridge/Martin Manor,1.70E+12,C,0, , , , 
92823,92271,2010,2353 CHESHIRE BRIDGE RD,17 0005  LL002,17 0005  LL0026,17 -0005-  LL-002-6,5,A S BALLENGER ENTERPRISES INC, ,3987 TAMARACK DR NW,KENNESAW GA 30152 6439, , ,348,C002,C3,C,674300,269720,42960,226760, ,0,0,1974, ,2010,6,0, ,2,20101028,17 0005  LL002,170005LL002,2353 CHESHIRE BRIDGE RD, ,0, 17 0005  LL002,0,L002, ,17 0005  LL0026,CONVENIENCE FOOD MARKET 348,F,Lindridge/Martin Manor,170005LL002,C,0, , , , 
93457,93360,2010,2448 CHESHIRE BRIDGE RD,17 00060003045,17 000600030450,17 -0006-0003-045-0,5,DAIBES GAS HOLDINGS ATLANTA LLC, ,1000 PORTSIDE DR,EDGEWATER NJ 07020, , ,348,C002,C3,C,1688400,675360,233800,441560, ,0,0,1989, ,2010,6,0, ,45,20101028,17 00060003045,1.70E+12,2448 CHESHIRE BRIDGE RD, ,0, 17 00060003045,0,3045, ,17 000600030450,CONVENIENCE FOOD MARKET 348,F,Lindridge/Martin Manor,1.70E+12,C,0, , , , 
94751,95938,2010,3639 PEACHTREE RD NE,17 00100006016,17 001000060162,17 -0010-0006-016-2,5,PEACHTREE ROAD NINE SIXTEEN LLC, ,16413 N NINETY FIRST ST SUITE C 140,SCOTTSDALE AZ 85260, , ,333,C305,C3,C,1419400,567760,68600,499160, ,0,0,1957, ,2010,6,0, ,16,20101028,17 00100006016,1.70E+12,3639 PEACHTREE RD NE, ,0, 17 00100006016,0,6016, ,17 001000060162,SERVICE STATION WITH BAYS 333,B,Ridgedale Park,1.70E+12,C,photos\77\64925\img_rpt-delscomo_at_gmail_dot_com-2012-1-17-17-0-59_1.jpg,Good,Good,Yes,N
98031,98508,2010,3535 PEACHTREE RD NE,17 00450002125,17 004500021254,17 -0045-0002-125-4,05B,E & A I & G LENOX MARKETPLACE, ,P.O. BOX 528,COLUMBIA SC 29202, , ,347,C305,C3,C,3438500,1375400,1375400,0, ,0,0,0, ,2010,M,0, ,125,20101028,17 00450002125,1.70E+12,3535 PEACHTREE RD NE, ,0, 17 00450002125,0,2125, ,17 004500021254,SUPERMARKET 347,B,Lenox,1.70E+12,C,photos\77\66096\img_rpt-delscomo_at_gmail_dot_com-2012-1-18-10-9-1_1.jpg,Good,Good,Yes,N
99091,99675,2010,761 SIDNEY MARCUS BLVD,17 0048  LL064,17 0048  LL0645,17 -0048-  LL-064-5,5,NORO BROADVIEW HOLDING CO NV, ,P.O. BOX 450233,ATLANTA GA 31145 0233, , ,348,C306,C3,C,2059100,823640,289400,534240, ,0.99,0,1997, ,2010,U,0, ,64,20101028,17 0048  LL064,170048LL064,761 SIDNEY MARCUS BLVD, ,0, 17 0048  LL064,0,L064, ,17 0048  LL0645,CONVENIENCE FOOD MARKET 348,B,Lindbergh/Morosgo,170048LL064,C,0, , , , 
99168,99706,2010,635 LINDBERGH DR NE,17 00480002074,17 004800020741,17 -0048-0002-074-1,5,GEORGIA ALABAMA COMMERCIAL INVESTMENTS, ,2875 UNIVERSITY PKWY,LAWRENCEVILLE GA 30043, , ,333,C306,C3,C,1710400,684160,174200,509960, ,0,0,1984, ,2010,6,0,GA,74,20101028,17 00480002074,1.70E+12,635 LINDBERGH DR NE, ,0, 17 00480002074,0,2074, ,17 004800020741,SERVICE STATION WITH BAYS 333,B,Lindbergh/Morosgo,1.70E+12,C,photos\71\36264\img_rpt-ray_dot_zackary_at_gmail_dot_com-2012-1-4-11-27-7_1.jpg,Fair,Fair,Yes,N
99194,99704,2010,639 MOROSGO DR NE,17 00480002067,17 004800020675,17 -0048-0002-067-5,5,S & A FOOD & GAS INC, ,6125 OLD DIXIE HWY,FOREST PARK GA 30297, , ,348,C306,C3,C,1298300,519320,88360,430960, ,0,0,1988, ,2010,6,0, ,67,20101028,17 00480002067,1.70E+12,639 MOROSGO DR NE, ,0, 17 00480002067,0,2067, ,17 004800020675,CONVENIENCE FOOD MARKET 348,B,Lindbergh/Morosgo,1.70E+12,C,photos\71\36252\img_rpt-ray_dot_zackary_at_gmail_dot_com-2012-1-4-12-1-52_1.jpg,Fair,Good,Yes,N
101646,104849,2010,345 PHARR RD NE,17 00600001072,17 006000010729,17 -0060-0001-072-9,05B,GEORGIA ALABAMA COMMERCIAL INVESTMENTS, ,2875 UNIVERSITY PKWY,LAWRENCEVILLE GA 30043, , ,348,C305,C3,C,1431000,572400,64560,507840, ,0.41,0,1968, ,2010,6,0, ,72,20101028,17 00600001072,1.70E+12,345 PHARR RD NE, ,0, 17 00600001072,0,1072, ,17 006000010729,CONVENIENCE FOOD MARKET 348,B,Garden Hills,1.70E+12,C,photos\77\61212\img_rpt-delscomo_at_gmail_dot_com-2012-1-16-10-50-10_1.jpg,Good,Good,Yes,N
101676,105459,2010,3183 PEACHTREE RD NE,17 00610005097,17 006100050971,17 -0061-0005-097-1,05B,THREE ONE EIGHT THREE PEACHTREE ROAD, ,3535 ROSWELL RD # 52,MARIETTA GA 30062, , ,347,C305,C3,C,5246700,2098680,875440,1223240, ,0,0,2008, ,2010,X,0, ,97,20101028,17 00610005097,1.70E+12,3183 PEACHTREE RD NE, ,0, 17 00610005097,0,5097, ,17 006100050971,SUPERMARKET 347,B,Buckhead Village,1.70E+12,C,0, , , , 
101867,105272,2010,3004 PIEDMONT RD NE,17 00600008087,17 006000080870,17 -0060-0008-087-0,5,AJ ENERGY ONE LLC, ,3020 ADRIATIC CT,NORCROSS GA 30071 1207, , ,348,C305,C3,C,2151800,860720,221200,639520, ,0,0,2004, ,2010,6,0, ,87,20101028,17 00600008087,1.70E+12,3004 PIEDMONT RD NE, ,0, 17 00600008087,0,8087, ,17 006000080870,CONVENIENCE FOOD MARKET 348,B,Garden Hills,1.70E+12,C,photos\129\181550\img_rpt-tanish_at_tapinspect_dot_com-2012-5-28-14-53-48_1.jpg,Good,Good,Yes,N
103429,105376,2010,3300 PIEDMONT RD NE,17 00610002005,17 006100020057,17 -0061-0002-005-7,05B,LOGAN GEORGIA ASSOCIATES L P, ,11540 US HWY 92 EAST,SEFFNER FL 33584 7346, , ,326,C305,C3,C,1117900,447160,19160,428000, ,0,0,1994, ,2010,6,0, ,5,20101028,17 00610002005,1.70E+12,3300 PIEDMONT RD NE, ,0, 17 00610002005,0,2005, ,17 006100020057,CONVENIENCE / FAST FOOD MARKET 326*,B,Buckhead Forest,1.70E+12,C,0, , , , 
105756,108479,2010,4499 ROSWELL RD NE,17 00950002028,17 009500020289,17 -0095-0002-028-9,5,ALLEN CHARLES B & SANDRA W, ,780 SUMMIT TRCE,BLAIRSVILLE GA 30512, , ,333,C302,C3,C,880000,352000,19880,332120, ,0,0,1958, ,2010,6,0, ,28,20101028,17 00950002028,1.70E+12,4499 ROSWELL RD NE, ,0, 17 00950002028,0,2028, ,17 009500020289,SERVICE STATION WITH BAYS 333,B,North Buckhead,1.70E+12,C,photos\82\117578\img_rpt-engiron_at_rreevesandassociates_dot_com-2012-2-6-15-36-43_1.jpg,Good,Good,Yes,N
106129,109408,2010,3669 POWERS FERRY RD NW,17 0097  LL042,17 0097  LL0421,17 -0097-  LL-042-1,5,KSSR PROPERTIES LLC, ,3491 MANSIONS PKWY,DULUTH GA 30096, , ,348,C304,C3,C,640000,256000,115360,140640, ,0.47,0,1990, ,2010,6,0, ,42,20101028,17 0097  LL042,170097LL042,3669 POWERS FERRY RD NW, ,0, 17 0097  LL042,0,L042, ,17 0097  LL0421,CONVENIENCE FOOD MARKET 348,B,East Chastain Park,170097LL042,C,0, , , , 
106398,108523,2010,4402 ROSWELL RD NE,17 00950003107,17 009500031070,17 -0095-0003-107-0,5,CLOVERLEAF PROP I LTD, ,5370 OAKDALE RD,SMYRNA GA 30082, , ,333,C302,C3,C,1237200,494880,47760,447120, ,0,0,1985, ,2010,6,0, ,107,20101028,17 00950003107,1.70E+12,4402 ROSWELL RD NE, ,0, 17 00950003107,0,3107, ,17 009500031070,SERVICE STATION WITH BAYS 333,B,East Chastain Park,1.70E+12,C,0, , , , 
107264,108588,2010,4341 ROSWELL RD NE,17 00950004058,17 009500040584,17 -0095-0004-058-4,5,FLAMINGO OIL COMPANY INC, ,319 WEST COUNTRY DR,SUITE 205 NORTH,DULUTH GA 30097, ,348,C302,C3,C,1026200,410480,53560,356920, ,0,0,1985, ,2010,6,0, ,58,20101028,17 00950004058,1.70E+12,4341 ROSWELL RD NE, ,0, 17 00950004058,0,4058, ,17 009500040584,CONVENIENCE FOOD MARKET 348,B,North Buckhead,1.70E+12,C,photos\71\128780\img_rpt-ray_dot_zackary_at_gmail_dot_com-2012-3-1-13-46-55_1.jpg,Poor,Fair,Yes,N
110475,104148,2010,1856 PIEDMONT AVE NE,17 00570008039,17 005700080396,17 -0057-0008-039-6,5,PIEDMONT ROAD 6308 LLC, ,16413 NORTH NINTY FIRST ST SUITE C 140,SCOTTSDALE AZ 85260, , ,348,C005,C3,C,913300,365320,65400,299920, ,0,0,1991, ,2010,6,0, ,39,20101028,17 00570008039,1.70E+12,1856 PIEDMONT AVE NE, ,0, 17 00570008039,0,8039, ,17 005700080396,CONVENIENCE FOOD MARKET 348,F,Piedmont Heights,1.70E+12,C,photos\130\170149\img_rpt-tabatha_at_tapinspect_dot_com-2012-5-8-12-40-19_1.jpg,Good,Good,Yes,N
111241,103991,2010,2200 MONROE DR NE,17 00570003025,17 005700030250,17 -0057-0003-025-0,5,DEMOONEY ROY, ,2200 MONROE DR NE,ATLANTA GA 30324, , ,333,C005,C3,C,811300,324520,32120,292400, ,0,0,1966, ,2010,6,0, ,25,20101028,17 00570003025,1.70E+12,2200 MONROE DR NE, ,0, 17 00570003025,0,3025, ,17 005700030250,SERVICE STATION WITH BAYS 333,F,Piedmont Heights,1.70E+12,C,photos\48\21285\img_rpt-carlene_dot_cush_at_gmail_dot_com-2011-12-28-7-59-0_1.jpg,Good,Good,Yes,Not Visible
111421,103830,2010,1570 MONROE DR NE,17 00560011010,17 005600110103,17 -0056-0011-010-3,5,GEORGIA ALABAMA COMMERCIAL INVESTMENTS, ,2875 UNIVERSITY PKWY,LAWRENCEVILLE GA 30043, , ,348,C006,C3,C,837800,335120,75720,259400, ,0,0,1986, ,2010,6,0, ,10,20101028,17 00560011010,1.70E+12,1570 MONROE DR NE, ,0, 17 00560011010,0,1010, ,17 005600110103,CONVENIENCE FOOD MARKET 348,F,Piedmont Heights,1.70E+12,C,photos\48\21331\img_rpt-carlene_dot_cush_at_gmail_dot_com-2011-12-28-9-49-53_1.jpg,Fair,Fair,Yes,Not Visible
111422,103982,2010,496 PLASTER AVE NE,17 00570002011,17 005700020111,17 -0057-0002-011-1,5,KLIROS G C, ,3044 NANCY CREEK RD NW,ATLANTA GA 30327, , ,348,C001,C3,C,688000,275200,69080,206120, ,0,0,1989, ,2010,6,0, ,11,20101028,17 00570002011,1.70E+12,496 PLASTER AVE NE, ,0, 17 00570002011,0,2011, ,17 005700020111,CONVENIENCE FOOD MARKET 348,E,E1,1.70E+12,C,0, , , , 
111801,103840,2010,1572 PIEDMONT AVE NE,17 00560012008,17 005600120086,17 -0056-0012-008-6,5,CLARK W D & S N, ,3179 MAPLE DR,SUITE 1,ATLANTA GA 30305, ,323,C006,C3,C,377000,150800,31040,119760, ,0,0,1960, ,2010,6,0, ,8,20101028,17 00560012008,1.70E+12,1572 PIEDMONT AVE NE, ,0, 17 00560012008,0,2008, ,17 005600120086,FOOD STANDS 323,F,Piedmont Heights,1.70E+12,C,photos\130\170290\img_rpt-tabatha_at_tapinspect_dot_com-2012-5-8-12-18-45_1.jpg,Good,Good,Yes,N
112407,104059,2010,1842 PIEDMONT AVE NE,17 00570006025,17 005700060257,17 -0057-0006-025-7,5,ONE EIGHT FOUR TWO PIEDMONT, ,990 HAMMOND DR STE 910,ATLANTA GA 30328, , ,333,C005,C3,C,749600,299840,31240,268600, ,0,0,1955, ,2010,6,0, ,25,20101028,17 00570006025,1.70E+12,1842 PIEDMONT AVE NE, ,0, 17 00570006025,0,6025, ,17 005700060257,SERVICE STATION WITH BAYS 333,F,Piedmont Heights,1.70E+12,C,photos\130\170143\img_rpt-tabatha_at_tapinspect_dot_com-2012-5-8-12-35-16_1.jpg,Good,Good,Yes,N
112591,103893,2010,1539 PIEDMONT AVE NE,17 00560014016,17 005600140167,17 -0056-0014-016-7,5,A R BROOKS ENTERPRISES INC, ,3475 LAKE DR # A,SMYRNA GA 30082, , ,348,C006,C3,C,760000,304000,77720,226280, ,0,0,2000, ,2010,6,0, ,16,20101028,17 00560014016,1.70E+12,1539 PIEDMONT AVE NE, ,0, 17 00560014016,0,4016, ,17 005600140167,CONVENIENCE FOOD MARKET 348,F,Morningside/Lenox Park,1.70E+12,C,photos\83\190826\img_rpt-willc0427_at_gmail_dot_com-2012-4-19-14-30-40_1.jpg,Good,Good,Yes,N
118034,120795,2010,970 SPRING ST NW,17 01070006057,17 010700060570,17 -0107-0006-057-0,05C,SHALIZEH PROPERTIES LLC, ,2754 N DECATUR RD SUITE 118,DECATUR GA 30033, , ,348,CB02,C3,C,1200000,480000,7800,472200, ,0,0,1987, ,2010,6,0, ,57,20101028,17 01070006057,1.70E+12,970 SPRING ST NW, ,0, 17 01070006057,0,6057, ,17 010700060570,CONVENIENCE FOOD MARKET 348,E,Midtown,1.70E+12,C,photos\79\44688\img_rpt-ransom_dot_carey_at_gmail_dot_com-2012-1-7-13-26-15_1.jpg,Good,Good,No,N
119441,123495,2010,1875 PEACHTREE RD NE,17 01100003025,17 011000030255,17 -0110-0003-025-5,5,CUMMING JAMES B, ,84 PEACHTREE ST NW # #901,ATLANTA GA 30303, , ,348,C306,C3,C,1179200,471680,73000,398680, ,0,0,1980, ,2010,6,0, ,25,20101028,17 01100003025,1.70E+12,1875 PEACHTREE RD NE, ,0, 17 01100003025,0,3025, ,17 011000030255,CONVENIENCE FOOD MARKET 348,E,Brookwood Hills,1.70E+12,C,0, , , , 
119492,124289,2010,2331 PEACHTREE RD NE,17 01110006002,17 011100060020,17 -0111-0006-002-0,5,SYNERGY PETROLEUM LLC, ,80 SENOIA CT,SENOIA GA 30276, , ,348,C306,C3,C,1492700,597080,147840,449240, ,0.62,0,1985, ,2010,6,0, ,2,20101028,17 01110006002,1.70E+12,2331 PEACHTREE RD NE, ,0, 17 01110006002,0,6002, ,17 011100060020,CONVENIENCE FOOD MARKET 348,B,Peachtree Hills,1.70E+12,C,photos\77\64320\img_rpt-delscomo_at_gmail_dot_com-2012-1-17-15-51-34_1.jpg,Good,Good,Yes,N
119814,123918,2010,2193 PEACHTREE RD NE,17 01110005025,17 011100050252,17 -0111-0005-025-2,5,A N A  DEVELOPMENTS LLC, ,3020 ADRIATIC CT,NORCROSS GA 30071 1207, , ,348,C306,C3,C,2473300,989320,275160,714160, ,0,0,1999, ,2010,6,0, ,25,20101028,17 01110005025,1.70E+12,2193 PEACHTREE RD NE, ,0, 17 01110005025,0,5025, ,17 011100050252,CONVENIENCE FOOD MARKET 348,E,E1,1.70E+12,C,photos\125\150459\img_rpt-zack_at_tapinspect_dot_com-2012-4-10-13-54-29_1.jpg,Fair,Fair,Yes,N
120107,123331,2010,2099 PEACHTREE RD NE,17 0110  LL061,17 0110  LL0614,17 -0110-  LL-061-4,5,SELIG ENTERPRISES INC, ,1100 SPRING ST NW #550,ATLANTA GA 30309 2848, , ,347,C306,C3,C,4500000,1800000,663440,1136560, ,0,0,1993, ,2010,6,0, ,61,20101028,17 0110  LL061,170110LL061,2099 PEACHTREE RD NE, ,0, 17 0110  LL061,0,L061, ,17 0110  LL0614,SUPERMARKET 347,E,E1,170110LL061,C,photos\125\150528\img_rpt-zack_at_tapinspect_dot_com-2012-4-10-13-45-32_1.jpg,Fair,Fair,Yes,N
120270,123342,2010,2060 PEACHTREE RD NW,17 01100001025,17 011000010257,17 -0110-0001-025-7,5,SCOTT & ASSOC PEACHTREE LLC, ,P O BOX 888344,ATLANTA GA 30356, , ,348,C306,C3,C,1241900,496760,112520,384240, ,0,0,1992, ,2010,6,0, ,25,20101028,17 01100001025,1.70E+12,2060 PEACHTREE RD NW, ,0, 17 01100001025,0,1025, ,17 011000010257,CONVENIENCE FOOD MARKET 348,E,E1,1.70E+12,C,0, , , , 
121216,122266,2010,1184 SPRING ST NW,17 01080008053,17 010800080536,17 -0108-0008-053-6,05C,RD LLC, ,8350 ROYAL MELBOURNE WAY,DULUTH GA 30097, , ,333,CB02,C3,C,1785200,714080,93080,621000, ,0,0,1990, ,2010,6,0, ,53,20101028,17 01080008053,1.70E+12,1184 SPRING ST NW, ,0, 17 01080008053,0,8053, ,17 010800080536,SERVICE STATION WITH BAYS 333,E,Midtown,1.70E+12,C,photos\48\15971\img_rpt-carlene_dot_cush_at_gmail_dot_com-2011-12-22-8-23-24_1.jpg,Good,Good,Yes,Not Visible
121458,123436,2010,1888 PEACHTREE RD NW,17 01100002110,17 011000021106,17 -0110-0002-110-6,5,CUMMING JAMES B, ,84 PEACHTREE ST NW,ATLANTA GA 30303, , ,348,C306,C3,C,1740900,696360,273840,422520, ,0,0,2000, ,2010,6,0, ,110,20101028,17 01100002110,1.70E+12,1888 PEACHTREE RD NW, ,0, 17 01100002110,0,2110, ,17 011000021106,CONVENIENCE FOOD MARKET 348,E,Ardmore,1.70E+12,C,0, , , , 
123159,115859,2010,1521 PEACHTREE ST NE,17 01050001001,17 010500010015,17 -0105-0001-001-5,05C,DEWBERRY ANSLEY LLC, ,1545 PEACHTREE ST SUITE 250,ATLANTA GA 30309, , ,333,CB03,C3,C,1971100,788440,77720,710720, ,0,0,1959, ,2010,6,0, ,1,20101028,17 01050001001,1.70E+12,1521 PEACHTREE ST NE, ,0, 17 01050001001,0,1001, ,17 010500010015,SERVICE STATION WITH BAYS 333,E,Midtown,1.70E+12,C,photos\131\182447\img_rpt-kelvin_at_tapinspect_dot_com-2012-5-22-13-52-0_1.jpg,Good,Good,Yes,N
125653,130216,2010,608 FOURTEENTH ST NW,17 01490001003,17 014900010039,17 -0149-0001-003-9,5,AHMED ENTERPRISES II INC, ,608 14TH STREET,ATLANTA GA 30318, , ,348,CB01,C3,C,944500,377800,86200,291600, ,0,0,1985, ,2010,6,0, ,3,20101028,17 01490001003,1.70E+12,608 FOURTEENTH ST NW, ,0, 17 01490001003,0,1003, ,17 014900010039,CONVENIENCE FOOD MARKET 348,E,Home Park,1.70E+12,C,0, , , , 
126153,129104,2010,1695 NORTHSIDE DR NW,17 01470004048,17 014700040483,17 -0147-0004-048-3,5,RD LLC, ,8350 ROYAL MELBORNE WAY,DULUTH GA 30097, , ,333,C307,C3,C,1163300,465320,105400,359920, ,0,0,1959, ,2010,6,0, ,48,20101028,17 01470004048,1.70E+12,1695 NORTHSIDE DR NW, ,0, 17 01470004048,0,4048, ,17 014700040483,SERVICE STATION WITH BAYS 333,E,Loring Heights,1.70E+12,C,0, , , , 
126780,130289,2010,420 FOURTEENTH ST NW,17 01490002087,17 014900020871,17 -0149-0002-087-1,5,KASHLAN RAFIK B, ,242 ARROWHEAD BLVD,JONESBORO GA 30236 1100, , ,326,CB01,C3,C,840200,336080,144080,192000, ,0,0,1994, ,2010,6,0, ,87,20101028,17 01490002087,1.70E+12,420 FOURTEENTH ST NW, ,0, 17 01490002087,0,2087, ,17 014900020871,CONVENIENCE / FAST FOOD MARKET 326*,E,Home Park,1.70E+12,C,photos\25\5148\img_rpt-jwiles_at_apdsolutions_dot_com-2011-12-10-14-12-1_1.jpg,Fair,Good,No,N
127147,130314,2010,329 FOURTEENTH ST NW,17 01490003022,17 014900030227,17 -0149-0003-022-7,5,ATLANTIC PETROLEUM LLC, ,329 FOURTEENTH ST NW,ATLANTA GA 30318 5366, , ,348,CB01,C3,C,396100,158440,26920,131520, ,0,0,1982, ,2010,6,0, ,22,20101028,17 01490003022,1.70E+12,329 FOURTEENTH ST NW, ,0, 17 01490003022,0,3022, ,17 014900030227,CONVENIENCE FOOD MARKET 348,E,Home Park,1.70E+12,C,photos\131\156898\img_rpt-kelvin_at_tapinspect_dot_com-2012-4-19-14-28-32_1.jpg,Fair,Fair,Yes,N
127161,130524,2010,1001 NORTHSIDE DR NW,17 01490005155,17 014900051553,17 -0149-0005-155-3,5,MARATHON OIL COMPANY, ,1001 NORTHSIDE DR NW,ATLANTA GA 30318, , ,348,C405,C3,C,1032200,412880,193080,219800, ,0.47,0,2003, ,2010,6,0, ,155,20101028,17 01490005155,1.70E+12,1001 NORTHSIDE DR NW, ,0, 17 01490005155,0,5155, ,17 014900051553,CONVENIENCE FOOD MARKET 348,E,Home Park,1.70E+12,C,photos\25\1798\img_rpt-jwiles_at_apdsolutions_dot_com-2011-12-8-12-49-25_1.jpg,Good,Good,Yes,N
127985,132039,2010,1892 HOWELL MILL RD NW,17 01530011074,17 015300110741,17 -0153-0011-074-1,5,SAM'S REAL ESTATE HOLDINGS GEORGIA LLC, ,7935 COUNCIL PL SUITE 200,MATTHEWS NC 28105 5000, , ,348,C307,C3,C,1879400,751760,185080,566680, ,0,0,1996, ,2010,6,0, ,74,20101028,17 01530011074,1.70E+12,1892 HOWELL MILL RD NW, ,0, 17 01530011074,0,1074, ,17 015300110741,CONVENIENCE FOOD MARKET 348,C,Wildwood (NPU-C),1.70E+12,C,photos\47\10536\img_rpt-kbroc26_at_gmail_dot_com-2011-12-19-12-7-3_1.jpg,Good,Good,Yes,N
129171,131496,2010,1790 HOWELL MILL RD NW,17 01520001081,17 015200010819,17 -0152-0001-081-9,5,DAIBES GAS HOLDINGS ATLANTA LLC, ,1000 PORTSIDE DR,EDGEWATER NJ 07020, , ,348,C405,C3,C,1477000,590800,167400,423400, ,0,0,1987, ,2010,8,0, ,81,20101028,17 01520001081,1.70E+12,1790 HOWELL MILL RD NW, ,0, 17 01520001081,0,1081, ,17 015200010819,CONVENIENCE FOOD MARKET 348,D,Underwood Hills,1.70E+12,C,0, , , , 
130121,131984,2010,2020 HOWELL MILL RD NW,17 01530006043,17 015300060433,17 -0153-0006-043-3,5,MCW RC GA HOWELL MILL VILLAGE, ,P.O. BOX 790830,SAN ANTONIO TX 78279 0830, , ,347,C307,C3,C,2700000,1080000,331600,748400, ,0,0,2005, ,2010,6,0, ,43,20101028,17 01530006043,1.70E+12,2020 HOWELL MILL RD NW, ,0, 17 01530006043,0,6043, ,17 015300060433,SUPERMARKET 347,C,Springlake,1.70E+12,C,photos\44\17195\img_rpt-octaveceo_at_yahoo_dot_com-2011-12-23-10-12-48_1.jpg,Good,Good,Yes,N
130933,133881,2010,4480 NORTHSIDE DR NW,17 01610002034,17 016100020346,17 -0161-0002-034-6,5,BYARS EMORYS & COBB WILLIAM R, ,9 NORTHLAKE CIR,PEACHTREE CITY GA 30269, , ,348,C301,C3,C,410000,164000,28400,135600, ,0,0,1976, ,2010,6,0, ,34,20101028,17 01610002034,1.70E+12,4480 NORTHSIDE DR NW, ,0, 17 01610002034,0,2034, ,17 016100020346,CONVENIENCE FOOD MARKET 348,A,Mt. Paran/Northside,1.70E+12,C,photos\82\81853\img_rpt-engiron_at_rreevesandassociates_dot_com-2012-1-20-13-45-56_1.jpg,Good,Good,No,N
136352,137182,2010,999 CHATTAHOOCHEE AVE NW,17 01870005028,17 018700050285,17 -0187-0005-028-5,5,MYUNG NOH WOOK & YONG SUK, ,618 W 38TH ST,CHATTANOOGA TN 37410, , ,323,C404,C3,C,342900,137160,29080,108080, ,0,0,1956, ,2010,6,0, ,28,20101028,17 01870005028,1.70E+12,999 CHATTAHOOCHEE AVE NW, ,0, 17 01870005028,0,5028, ,17 018700050285,FOOD STANDS 323,D,Underwood Hills,1.70E+12,C,0, , , , 
136795,138577,2010,2118 DEFOORS FERRY RD NW,17 01940001095,17 019400010959,17 -0194-0001-095-9,5,MAYUARI CORP INC, ,5161 STONE MOUNTAIN HWY,STONE MOUNTAIN GA 30087, , ,348,C401,C3,C,658500,263400,56320,207080, ,0,0,1981, ,2010,6,0, ,95,20101028,17 01940001095,1.70E+12,2118 DEFOORS FERRY RD NW, ,0, 17 01940001095,0,1095, ,17 019400010959,CONVENIENCE FOOD MARKET 348,D,Underwood Hills,1.70E+12,C,photos\71\84918\img_rpt-ray_dot_zackary_at_gmail_dot_com-2012-1-26-13-44-39_1.jpg,Fair,Fair,Yes,N
137393,137047,2010,1176 NEW CHATTAHOOCHEE AVE NW,17 01870001035,17 018700010354,17 -0187-0001-035-4,5,AHN MOON S., ,1974 SYLVAN RD,ATLANTA GA 30310, , ,348,C404,C3,C,445600,178240,17560,160680, ,0,0,1955, ,2010,6,0, ,35,20101028,17 01870001035,1.70E+12,1176 NEW CHATTAHOOCHEE AVE NW, ,0, 17 01870001035,0,1035, ,17 018700010354,CONVENIENCE FOOD MARKET 348,D,Underwood Hills,1.70E+12,C,0, , , , 
137691,136189,2010,1180 COLLIER RD NW,17 01860001053,17 018600010538,17 -0186-0001-053-8,5,Z P GROUP COLLIER RD L L C, ,365 PEACHTREE BATTLE AVE,ATLANTA GA 30305, , ,334,C404,C3,C,427200,170880,49880,121000, ,0,0,1971, ,2010,6,0, ,53,20101028,17 01860001053,1.70E+12,1180 COLLIER RD NW, ,0, 17 01860001053,0,1053, ,17 018600010538,SERVICE STATION W/O BAYS 334,D,Underwood Hills,1.70E+12,C,0, , , , 
137869,136193,2010,COLLIER RD,17 01860001060,17 018600010603,17 -0186-0001-060-3,5,ROCK IT ONE INC, ,3599 MILL CREEK RD NE,ATLANTA GA 30319, , ,348,C404,C3,C,351300,140520,10960,129560, ,0,0,1969, ,2010,6,0, ,60,20101028,17 01860001060,1.70E+12,COLLIER RD, ,0, 17 01860001060,0,1060, ,17 018600010603,CONVENIENCE FOOD MARKET 348,C,C2,1.70E+12,C,0, , , , 
